Account_Number,Account_Type,Final_Decision,Current_Delinquency_status,Application_Date,Application_Score,Cheque_Card_Flag,Existing_Customer_Flag,Gross_Annual_Income,Home_Telephone_Number,Insurance_Required,Loan_Amount,Loan_Payment_Frequency,Loan_Payment_Method,Marital_Status,Number_of_Dependants,Number_of_Payments,Occupation_Code,Promotion_Type,Residential_Status,Time_at_Address,Time_in_Employment,Time_with_Bank,Weight_Factor,GB_Flag,Age_of_Applicant,Application_Month,Bureau_Score,SP_ER_Reference,SP_Number_Of_Searches_L6M,SP_Number_of_CCJs,Loan_to_income,split
10570064727,VL,Accept,,20070108,800,N,N,11000,Y,N,700,M,B,S,2,999,M,OT,O,1,2,10,2,NTU,23,200701,817,2,0,0,6.36,Development
10786767622,FL,Accept,1,20061122,865,N,N,10000,Y,Y,5689,M,B,M,1,36,M,RR,T,1008,100,304,2,Good,40,200611,919,1,1,0,56.89,Development
10289227869,VL,Accept,1,20060319,910,Y,Y,27000,Y,N,10000,M,S,M,2,999,B,RR,H,304,1800,1,2,Good,34,200603,840,1,0,0,37.04,Development
10606837523,FL,Accept,2,20061227,1010,Y,N,50000,Y,N,6000,M,B,M,2,999,P,RR,H,700,2000,1302,2,Indeterminate,45,200612,1014,1,0,0,12,Development
10460495693,FL,Accept,1,20060214,920,N,N,15000,Y,Y,58000,W,B,M,0,36,M,AD,H,100,800,403,2,Good,29,200602,917,2,4,0,386.67,Development
10076920609,VL,Accept,0,20060707,985,Y,N,19000,Y,N,6000,M,B,M,0,999,B,RR,H,800,3300,1204,2,Good,53,200607,1056,1,3,0,31.58,Development
10624042302,FL,Decline,,20061104,690,N,N,6500,Y,Y,560,W,B,S,0,24,M,RR,O,1908,2,2,2,Rejects,19,200611,798,3,0,0,8.62,Development
10544522590,FL,Accept,1,20061228,875,N,N,16120,Y,N,1000,W,B,S,1,12,M,RR,O,300,9,7,2,Good,34,200612,809,2,0,0,6.2,Development
10916545838,FL,Accept,,20060513,895,N,N,0,N,N,500,,,Z,0,12,O,RR,T,504,0,404,2,NTU,55,200605,944,1,0,0,-9999997,Development
10661235993,FL,Accept,1,20070122,700,Y,N,14000,N,N,12500,M,B,M,0,999,B,RR,H,202,3,202,2,Good,23,200701,792,4,0,0,89.29,Development
10304111826,VL,Accept,0,20061131,1000,Y,N,23000,Y,N,2500,M,B,M,2,999,P,RR,H,310,508,507,2,Good,33,200611,1029,1,3,0,10.87,Development
10276180677,VL,Accept,1,20060412,940,Y,N,14500,Y,N,1200,M,B,M,0,999,B,RR,O,100,500,607,2,Good,29,200604,903,1,0,0,8.28,Development
10447573185,FL,Decline,,20060209,695,N,N,9142,Y,Y,3500,W,S,S,0,0,M,RR,O,2200,306,0,2,Rejects,22,200602,753,3,0,0,38.28,Development
10089627234,FL,Accept,0,20060524,1025,Y,N,22000,Y,Y,31600,M,B,S,0,24,P,RR,H,709,1200,1111,2,Good,45,200605,983,1,0,0,143.64,Development
10199500378,FL,Accept,1,20060507,960,Y,N,15000,Y,Y,2400,W,Q,M,2,999,B,RR,H,102,1105,609,2,Good,35,200605,949,2,0,0,16,Development
10621172171,FL,Accept,0,20070102,975,N,N,24000,Y,N,3500,M,B,S,0,36,P,RR,H,300,1100,703,2,Good,43,200701,983,1,1,0,14.58,Development
10796182697,FL,Accept,1,20060801,930,N,N,9000,Y,Y,3411,M,B,M,0,36,M,OT,H,1100,203,1208,2,Good,50,200608,974,1,2,0,37.9,Development
10867351222,FL,Accept,,20060726,895,N,N,10832,Y,Y,700,W,B,M,1,0,M,RR,T,2100,600,1006,2,NTU,48,200607,944,1,5,0,6.46,Development
10242497974,VL,Accept,1,20061131,905,N,N,12000,Y,Y,4000,W,B,S,0,999,M,RR,O,2100,500,809,2,Good,21,200611,911,1,3,0,33.33,Development
10695909401,FL,Accept,1,20060520,800,N,N,11000,Y,Y,43500,W,B,Z,2,36,M,RR,T,300,704,601,2,Good,33,200605,917,1,1,2,395.45,Development
10697249893,FL,Accept,0,20060431,980,Y,N,25000,Y,N,5000,M,B,M,2,36,B,RR,H,804,800,804,2,Good,30,200604,973,1,3,0,20,Development
10434689542,FL,Accept,1,20060417,890,N,N,18000,Y,Y,4700,W,Q,M,3,999,M,AD,H,700,500,12,2,Good,39,200604,843,1,7,0,26.11,Development
10487104194,FL,Accept,0,20060814,985,Y,N,15000,Y,Y,5672,M,B,M,1,36,M,DM,H,1300,1907,604,2,Good,52,200608,1005,1,3,0,37.81,Development
10164204126,FL,Decline,,20060618,740,N,N,10500,Y,Y,542,M,B,M,5,12,M,RR,T,306,100,203,2,Rejects,37,200606,743,3,0,0,5.16,Development
10234468273,FL,Accept,0,20060621,1010,Y,N,26000,Y,N,10000,M,B,M,2,999,P,RR,H,1900,2606,1203,2,Good,44,200606,1029,1,1,0,38.46,Development
10328400849,FL,Accept,0,20061214,1050,Y,N,18200,Y,N,500,M,B,M,0,6,B,RR,H,600,505,803,2,Good,27,200612,1010,1,1,0,2.75,Development
10469717629,FL,Accept,1,20060207,915,N,N,8640,Y,Y,7050,W,B,S,0,12,M,RR,T,201,6,309,2,Good,24,200602,878,2,5,0,81.6,Development
10164823684,FL,Decline,,20061131,965,N,N,15500,Y,Y,2060,M,B,Z,1,12,B,RR,H,400,500,508,2,Rejects,30,200611,851,1,2,0,13.29,Development
10837166902,FL,Accept,0,20060901,965,Y,N,12500,Y,N,5000,M,B,S,0,999,B,RR,H,301,310,302,2,Good,27,200609,1010,1,1,0,40,Development
10198228487,FL,Accept,1,20061019,895,N,N,0,N,N,500,,,M,0,12,P,RR,T,500,0,4,2,Good,64,200610,824,1,0,0,-9999997,Development
10461171362,FL,Accept,1,20060906,900,Y,N,20000,Y,Y,2226,W,S,Z,1,24,M,RR,H,3,1500,609,2,Good,35,200609,809,2,1,0,11.13,Development
10633208421,FL,Accept,0,20060610,985,Y,N,50000,Y,N,5000,M,B,M,1,999,B,RR,H,700,3000,2901,2,Good,48,200606,1042,1,1,0,10,Development
10884667421,FL,Accept,0,20061229,985,Y,N,10000,Y,N,7000,X,Q,M,2,999,M,RR,H,911,1406,1009,2,Good,33,200612,961,1,1,0,70,Development
10172333757,FL,Accept,1,20060619,920,Y,N,15000,Y,Y,6650,W,Q,S,0,999,M,RR,H,2000,100,1701,2,Good,24,200606,930,1,1,0,44.33,Development
10134642392,FL,Accept,1,20060830,930,Y,N,9000,Y,N,6000,X,S,S,0,48,M,OT,O,2400,400,612,2,Good,24,200608,906,1,3,0,66.67,Development
10694209229,FL,Accept,0,20061118,985,Y,N,29500,Y,N,8500,M,B,M,3,999,P,RR,H,506,2100,2208,2,Good,43,200611,936,2,6,0,28.81,Development
10626213824,VL,Accept,,20061227,965,Y,N,16000,Y,Y,3000,M,B,M,2,999,M,RR,T,1600,1806,1307,2,NTU,55,200612,979,1,3,0,18.75,Development
10612001954,VL,Accept,,20070125,875,N,N,13000,Y,Y,2320,M,B,S,0,999,B,RR,O,700,8,502,2,NTU,23,200701,915,1,3,0,17.85,Development
10914163344,FL,Accept,0,20060610,970,Y,N,12036,Y,N,5000,M,B,S,0,36,B,RR,O,2603,606,405,2,Good,26,200606,995,1,2,0,41.54,Development
10598331746,VL,Accept,,20060517,965,Y,Y,12600,Y,Y,4000,M,B,S,0,999,P,RR,H,108,110,12,2,NTU,27,200605,896,1,6,0,31.75,Development
10929578369,VL,Accept,4,20061003,800,N,N,8500,Y,Y,3000,M,B,S,0,999,M,OT,O,1700,8,3,2.5,Bad,26,200610,802,1,0,0,35.29,Development
10558672333,FL,Decline,,20060719,730,N,N,12000,Y,Y,1667,W,S,M,4,24,M,RR,H,1300,600,1010,2,Rejects,39,200607,793,3,0,0,13.89,Development
10162521849,VL,Accept,0,20061131,965,Y,N,7000,Y,N,4000,F,Q,M,5,999,B,RR,T,800,1500,312,2,Good,47,200611,957,1,5,0,57.14,Development
10730834684,VL,Accept,1,20060902,665,N,N,7950,Y,Y,1000,W,B,S,0,999,M,RR,T,8,9,112,2,Good,29,200609,736,2,0,0,12.58,Development
10511787985,VL,Accept,0,20060624,1010,Y,Y,21000,Y,Y,500,M,B,S,0,999,P,AD,H,1602,1807,1003,2,Good,39,200606,977,1,0,0,2.38,Development
10837685909,VL,Accept,0,20060909,970,Y,N,0,Y,N,5700,,,D,0,999,P,OT,H,3100,0,1211,2,Good,57,200609,982,1,0,0,-9999997,Development
10186045410,FL,Accept,0,20060713,985,Y,N,33852,Y,N,6500,M,B,M,3,999,B,RR,H,1009,3106,3102,2,Good,49,200607,1042,1,1,0,19.2,Development
10300605475,FL,Accept,,20060529,885,N,N,0,Y,N,3000,,,M,0,48,P,AD,H,800,0,812,2,NTU,43,200605,848,1,10,0,-9999997,Development
10428648728,VL,Accept,1,20060423,865,N,N,11500,Y,Y,1500,W,B,M,2,999,M,RR,H,600,500,303,2,Good,30,200604,824,1,7,0,13.04,Development
10555854224,FL,Accept,0,20060923,975,N,N,16000,Y,Y,4000,M,B,M,3,999,P,RR,H,1204,1700,1202,2,Good,36,200609,961,1,4,0,25,Development
10750738621,FL,Accept,1,20060830,935,Y,N,10500,Y,Y,2449,M,B,S,0,24,B,RR,T,2400,200,607,2,Good,24,200608,923,1,0,0,23.32,Development
10671714119,FL,Accept,1,20060322,960,Y,N,28000,Y,,0,M,Q,M,3,999,B,OT,H,1300,1900,1109,2,Good,41,200603,941,1,11,0,-9999998,Development
10337762806,FL,Accept,0,20060815,970,Y,N,0,Y,N,3000,,,S,0,36,P,RR,H,2300,0,1207,2,Good,62,200608,982,1,0,0,-9999997,Development
10878171171,FL,Accept,0,20060523,1055,Y,N,14000,Y,Y,12000,M,Q,M,2,12,B,RR,H,1406,804,803,2,Good,42,200605,973,1,0,0,85.71,Development
10575187584,FL,Accept,1,20060614,945,N,N,16500,Y,N,8000,M,B,M,4,999,B,RR,H,1300,601,1203,2,Good,38,200606,982,1,6,0,48.48,Development
10893962542,VL,Accept,,20061010,1010,Y,N,12500,Y,Y,3000,W,B,M,0,999,P,RR,H,2500,2600,1206,2,NTU,52,200610,1017,1,2,0,24,Development
10490552114,FL,Accept,0,20061108,975,Y,N,10000,Y,N,1500,M,B,M,3,24,B,RR,H,1500,1600,103,2,Good,39,200611,938,1,0,0,15,Development
10182808977,FL,Accept,1,20060712,960,Y,N,20000,Y,N,1100,M,B,M,4,12,M,RR,H,1000,1200,308,2,Good,31,200607,998,1,1,2,5.5,Development
10845409327,VL,Accept,,20060625,985,Y,N,10000,Y,Y,3500,F,B,M,3,999,M,RR,H,400,2000,412,2,NTU,36,200606,976,1,5,0,35,Development
10274275975,VL,Accept,0,20060807,985,Y,N,10000,Y,N,10000,W,B,M,2,999,M,RR,H,700,2000,1209,2,Good,37,200608,994,1,0,0,100,Development
10525956470,FL,Accept,0,20060726,985,Y,N,0,Y,N,3500,,,M,3,24,P,RR,H,300,0,909,2,Good,52,200607,985,1,1,0,-9999997,Development
10831616010,FL,Decline,,20060902,1005,Y,N,4820,Y,N,1000,W,B,S,0,12,B,RR,O,600,210,208,2,Rejects,20,200609,919,1,2,0,20.75,Development
10271930267,VL,Accept,5,20060520,945,Y,N,20750,Y,N,3500,M,B,S,0,999,B,RR,O,1000,1000,109,2.5,Bad,43,200605,901,1,1,0,16.87,Development
10498755867,FL,Decline,,20061123,735,N,N,11000,Y,N,2200,W,B,S,0,18,P,OT,O,3600,201,112,2,Rejects,46,200611,800,3,0,0,20,Development
10082522199,FL,Accept,,20070123,975,Y,N,14000,Y,N,8550,M,B,M,0,999,B,RR,H,900,600,1104,2,NTU,40,200701,1025,1,3,0,61.07,Development
10645810200,FL,Accept,0,20061027,985,Y,N,15000,Y,N,6000,M,B,M,3,999,B,RR,H,800,1200,1106,2,Good,29,200610,1027,1,7,0,40,Development
10922519763,VL,Accept,,20070115,905,N,N,11000,Y,Y,8245,W,B,S,0,999,M,RR,O,1200,600,1111,2,NTU,29,200701,911,1,2,0,74.95,Development
10858325108,VL,Accept,1,20060305,885,Y,N,13000,Y,N,1900,M,B,S,0,999,M,RR,O,1006,9,102,2,Good,19,200603,876,1,2,0,14.62,Development
10121165094,VL,Accept,2,20060907,975,Y,Y,18000,Y,N,1500,M,B,M,0,999,B,RR,H,306,600,711,2,Indeterminate,26,200609,1010,1,1,0,8.33,Development
10071951583,FL,Accept,1,20060203,940,Y,N,20000,N,,0,W,Q,M,8,999,M,RR,H,400,1500,1111,2,Good,47,200602,917,1,0,0,-9999998,Development
10172584574,FL,Accept,0,20060423,980,Y,N,12000,Y,N,4950,M,B,M,3,999,M,OT,H,1300,606,1111,2,Good,44,200604,963,1,2,0,41.25,Development
10091415308,FL,Accept,1,20060403,910,N,N,11500,Y,,0,M,B,M,0,999,B,RR,H,104,6,506,2,Good,25,200604,960,1,3,0,-9999998,Development
10107443313,FL,Accept,5,20060814,910,Y,N,10000,Y,Y,1558,W,B,S,1,24,M,RR,H,105,9,303,2.5,Bad,21,200608,844,2,0,0,15.58,Development
10847893218,FL,Decline,,20061129,770,N,Y,17000,Y,Y,869,W,B,S,0,12,M,OT,O,2200,104,7,2,Rejects,22,200611,798,3,0,0,5.11,Development
10782750330,FL,Accept,1,20060707,945,N,N,32000,Y,N,5500,M,B,M,3,999,B,RR,H,1400,900,302,2,Good,42,200607,967,1,0,0,17.19,Development
10862796696,VL,Accept,0,20060517,985,Y,N,18500,Y,Y,3300,M,Q,M,3,999,P,RR,T,1600,910,1206,2,Good,50,200605,986,1,3,0,17.84,Development
10162705883,FL,Accept,1,20060304,960,N,N,14000,Y,N,3000,M,Q,S,0,36,P,RR,O,800,700,303,2,Good,25,200603,983,1,3,0,21.43,Development
10026199745,FL,Accept,4,20060626,865,Y,N,6109,Y,N,5000,M,B,Z,4,48,M,AD,H,500,101,12,2.5,Bad,36,200606,819,1,3,0,81.85,Development
10242487755,FL,Decline,,20061023,690,N,N,8355,Y,Y,1663,F,B,S,0,18,M,RR,O,400,3,0,2,Rejects,21,200610,739,3,0,0,19.9,Development
10724371812,VL,Accept,0,20060325,975,Y,N,30000,Y,N,2100,M,B,M,0,999,B,RR,H,3,403,503,2,Good,31,200603,973,2,1,0,7,Development
10580330119,VL,Accept,1,20061122,910,Y,Y,30000,Y,Y,8000,M,Q,Z,0,999,M,RR,H,1700,2000,112,2,Good,52,200611,833,1,2,0,26.67,Development
10054900801,FL,Decline,,20060928,680,N,N,7920,N,Y,1964,W,S,S,0,36,B,RR,T,300,700,0,2,Rejects,27,200609,681,3,0,0,24.8,Development
10484431869,VL,Accept,1,20060724,920,Y,N,18000,Y,N,8650,W,Q,M,0,999,B,OT,T,406,400,211,2,Good,32,200607,896,1,1,0,48.06,Development
10240283263,FL,Accept,0,20060301,995,Y,Y,12000,Y,Y,12200,M,B,M,0,24,M,AD,H,1800,700,1204,2,Good,45,200603,971,1,1,0,101.67,Development
10058677901,FL,Accept,0,20060611,980,Y,N,16000,Y,N,3000,W,Q,D,0,999,M,RR,H,206,1000,406,2,Good,32,200606,979,1,1,0,18.75,Development
10588413509,FL,Accept,1,20060522,955,Y,Y,30000,Y,Y,6650,W,Q,M,2,999,M,RR,H,406,1000,1009,2,Good,42,200605,917,1,1,0,22.17,Development
10644073321,VL,Accept,1,20061013,910,N,Y,11130,Y,Y,4000,M,B,S,0,999,B,RR,O,2707,704,408,2,Good,36,200610,926,1,0,0,35.94,Development
10218067320,FL,Accept,1,20061013,920,Y,N,7200,Y,N,1000,M,B,S,0,12,B,AD,H,6,3,0,2,Good,24,200610,813,1,1,0,13.89,Development
10501387325,VL,Accept,1,20060811,935,Y,Y,11000,Y,N,3500,M,B,M,0,999,B,RR,H,500,1702,112,2,Good,55,200608,874,1,4,0,31.82,Development
10079284309,FL,Accept,1,20060811,925,Y,N,10500,Y,Y,3312,W,Q,S,0,24,B,RR,O,2700,8,1201,2,Good,32,200608,912,1,3,0,31.54,Development
10758039522,FL,Decline,,20060314,695,N,N,14000,Y,Y,39500,W,S,S,0,42,M,RR,O,2000,204,0,2,Rejects,20,200603,753,3,0,0,282.14,Development
10780634531,FL,Accept,,20060514,935,Y,N,11750,Y,N,2000,M,B,S,0,0,B,AD,O,2603,5,604,2,NTU,26,200605,959,1,3,0,17.02,Development
10374378346,VL,Accept,,20070105,905,N,N,12000,Y,Y,2000,M,B,M,0,999,B,AD,T,1300,1400,706,2,NTU,39,200701,919,1,5,0,16.67,Development
10548475851,FL,Accept,,20060718,980,Y,N,17820,Y,N,7250,M,B,M,2,999,B,RR,H,610,1000,910,2,NTU,31,200607,1013,1,1,0,40.68,Development
10464849798,FL,Decline,,20060627,675,N,N,8320,Y,N,3000,W,X,S,0,0,M,RR,O,700,4,203,2,Rejects,18,200606,772,3,0,0,36.06,Development
10842193932,FL,Accept,1,20070118,945,N,N,12000,Y,Y,3423,W,B,M,1,36,M,RR,H,1500,1000,502,2,Good,50,200701,955,1,0,0,28.53,Development
10916977748,FL,Accept,1,20060416,960,Y,N,20000,Y,N,3000,W,Q,M,3,48,P,RR,H,900,1200,4,2,Good,30,200604,858,1,4,0,15,Development
10201539504,VL,Accept,0,20060513,975,Y,N,34000,Y,N,5100,M,B,M,0,999,P,RR,H,300,403,1301,2,Good,43,200605,890,1,1,0,15,Development
10310016332,FL,Accept,1,20060314,700,N,N,12750,Y,Y,23100,W,B,S,3,18,M,RR,T,900,400,5,2,Good,27,200603,790,1,2,0,181.18,Development
10068564489,FL,Accept,0,20070123,985,Y,N,20000,Y,N,1000,M,B,M,3,999,B,AD,H,300,2000,1201,2,Good,46,200701,1025,1,5,0,5,Development
10254057440,FL,Accept,1,20060214,930,Y,N,9360,Y,,0,W,S,S,1,999,M,RR,H,100,1000,102,2,Good,27,200602,843,4,1,0,-9999998,Development
10858152538,FL,Accept,,20061201,990,Y,N,17500,Y,N,3300,M,B,S,0,999,P,RR,H,1,400,711,2,NTU,26,200612,1014,2,5,0,18.86,Development
10450714602,FL,Decline,,20060704,690,N,N,0,Y,N,500,,,S,0,0,P,AD,T,200,0,112,2,Rejects,62,200607,723,3,0,0,-9999997,Development
10969726674,FL,Accept,0,20060725,985,Y,N,14000,Y,N,9000,M,B,D,1,999,B,RR,H,506,1806,1201,2,Good,37,200607,998,1,0,0,64.29,Development
10254090923,FL,Accept,0,20060929,980,Y,N,11000,Y,N,3000,W,B,M,2,36,M,RR,H,2700,900,501,2,Good,55,200609,1023,1,0,0,27.27,Development
10719657457,VL,Accept,0,20061218,1010,Y,N,36000,Y,N,7000,M,B,M,0,999,P,RR,H,2100,2000,1206,2,Good,48,200612,1058,4,1,0,19.44,Development
10488826873,FL,Decline,,20061020,710,N,N,13000,Y,Y,3316,M,X,S,0,24,M,AD,O,1006,201,112,2,Rejects,33,200610,751,3,0,0,25.51,Development
10432319263,VL,Accept,,20070109,930,Y,N,7500,Y,Y,2450,W,B,S,0,999,M,RR,O,703,109,612,2,NTU,19,200701,930,1,4,0,32.67,Development
10116791589,FL,Accept,5,20061201,925,N,N,22000,Y,N,6080,X,S,M,0,999,M,RR,H,1205,1006,1112,2.5,Bad,40,200612,905,1,11,0,27.64,Development
10459967638,FL,Accept,,20061212,1005,Y,N,30000,Y,Y,1500,M,B,M,2,999,P,RR,H,810,900,1301,2,NTU,39,200612,992,1,3,0,5,Development
10143231214,FL,Accept,2,20060811,965,Y,N,22650,Y,Y,6920,M,B,M,0,36,B,RR,H,300,204,510,2,Indeterminate,28,200608,990,1,13,0,30.55,Development
10122842371,FL,Accept,1,20060311,895,N,N,18000,Y,,0,M,Q,S,1,999,B,RR,T,600,600,411,2,Good,25,200603,946,2,3,0,-9999998,Development
10490302132,VL,Accept,,20070101,725,Y,N,14100,Y,N,5000,M,B,S,0,999,P,RR,T,2000,1,9,2,NTU,23,200701,793,1,1,0,35.46,Development
10964026858,FL,Accept,0,20060809,985,Y,N,22000,Y,N,10000,M,B,M,2,999,B,RR,H,1000,1900,1209,2,Good,40,200608,1013,1,5,0,45.45,Development
10570790335,VL,Accept,5,20060605,930,N,N,12000,Y,N,4000,W,X,M,0,999,M,OT,H,309,200,704,2.5,Bad,27,200606,951,1,0,0,33.33,Development
10174375505,FL,Accept,,20061201,1000,Y,Y,26000,Y,N,10000,M,B,M,3,999,P,RR,H,111,406,405,2,NTU,39,200612,1029,2,1,0,38.46,Development
10460463726,FL,Accept,1,20070116,950,Y,N,0,N,N,5500,,,M,0,48,P,RR,H,502,0,1208,2,Good,66,200701,997,1,6,0,-9999997,Development
10433169207,FL,Accept,,20061121,880,N,N,9500,Y,Y,1672,W,B,S,0,24,M,RR,T,201,100,609,2,NTU,26,200611,899,1,0,0,17.6,Development
10243121310,VL,Accept,0,20060228,980,Y,N,16500,Y,N,3300,M,B,S,0,999,P,OT,O,2400,302,703,2,Good,25,200602,983,1,1,0,20,Development
10426447016,VL,Accept,1,20060404,725,N,N,21085,Y,N,3000,M,B,M,4,999,B,RR,H,1005,1609,0,2,Good,39,200604,777,1,0,0,14.23,Development
10952044693,FL,Accept,0,20060603,985,Y,N,20000,Y,N,10000,M,B,W,2,999,M,RR,H,201,1900,1204,2,Good,43,200606,971,1,0,0,50,Development
10540742754,FL,Decline,,20060724,685,N,N,10000,Y,N,10000,M,S,S,0,0,M,RR,T,2,300,112,2,Rejects,23,200607,699,3,0,0,100,Development
10272637324,FL,Accept,0,20060721,985,Y,N,18800,Y,N,1400,M,B,Z,0,999,B,RR,H,900,2704,2704,2,Good,46,200607,1012,1,0,0,7.45,Development
10758426451,VL,Accept,1,20060808,875,N,N,9895,Y,N,1000,M,S,S,0,999,M,RR,O,804,1,409,2,Good,21,200608,885,1,0,0,10.11,Development
10308156045,FL,Accept,1,20060528,905,Y,N,0,N,N,6700,,,M,0,36,P,RR,T,2000,0,1206,2,Good,56,200605,944,1,1,0,-9999997,Development
10125569747,FL,Accept,1,20061220,875,N,N,10000,Y,Y,4424,M,B,S,0,24,B,RR,O,2600,603,603,2,Good,28,200612,833,1,3,0,44.24,Development
10265458887,VL,Accept,1,20061110,895,N,N,15000,Y,Y,800,W,B,S,0,999,M,RR,O,2606,400,401,2,Good,26,200611,911,1,1,0,5.33,Development
10881206974,VL,Accept,2,20060313,940,Y,N,12000,Y,Y,2000,W,B,M,2,999,M,RR,H,308,106,606,2,Indeterminate,26,200603,904,1,2,0,16.67,Development
10488085754,FL,Accept,,20060315,985,Y,N,19500,Y,N,5000,M,B,M,0,0,B,RR,H,900,1100,1111,2,NTU,33,200603,1003,4,0,0,25.64,Development
10601120651,FL,Accept,0,20060706,985,Y,N,13000,Y,N,6000,M,B,M,2,999,B,RR,H,810,1306,806,2,Good,31,200607,1025,1,1,0,46.15,Development
10992113398,VL,Accept,1,20060807,890,Y,N,11000,Y,N,8700,M,B,S,0,999,B,RR,O,800,500,112,2,Good,25,200608,830,1,4,0,79.09,Development
10245628022,VL,Accept,,20070126,980,Y,Y,22000,Y,N,10000,F,Q,M,0,999,B,RR,H,800,700,1210,2,NTU,52,200701,1026,1,1,0,45.45,Development
10607581490,FL,Accept,0,20060529,980,Y,Y,30000,Y,N,10000,M,B,M,1,999,B,RR,H,607,703,506,2,Good,44,200605,1013,4,0,0,33.33,Development
10000420167,FL,Accept,1,20060829,920,N,N,10750,Y,Y,651,W,B,S,0,12,M,AD,O,1100,209,203,2,Good,21,200608,840,1,1,0,6.06,Development
10242173833,FL,Accept,0,20060320,980,Y,N,24000,Y,,0,M,B,M,4,999,B,RR,H,1000,1000,904,2,Good,46,200603,972,1,3,0,-9999998,Development
10411417674,FL,Accept,1,20060221,925,N,N,22500,Y,,0,M,B,M,3,999,B,RR,H,900,1500,1108,2,Good,42,200602,941,1,0,0,-9999998,Development
10546411662,FL,Accept,1,20060509,940,Y,N,20800,Y,N,7500,W,Q,S,0,60,M,OT,T,600,1800,1208,2,Good,52,200605,920,2,0,0,36.06,Development
10948889629,FL,Decline,,20061004,685,N,N,7500,Y,Y,500,M,B,M,3,0,M,RR,T,703,300,203,2,Rejects,37,200610,740,3,0,0,6.67,Development
10550765190,VL,Accept,1,20060311,940,Y,Y,8500,Y,Y,2200,W,B,S,0,999,M,RR,T,505,1800,407,2,Good,34,200603,891,1,0,0,25.88,Development
10878754459,FL,Decline,,20060307,900,N,N,13000,Y,N,1000,W,B,D,1,12,M,RR,T,100,1000,12,2,Rejects,44,200603,817,3,0,0,7.69,Development
10095684495,FL,Decline,,20061003,770,N,N,9360,Y,N,650,F,B,S,0,12,M,RR,O,403,300,112,2,Rejects,20,200610,788,3,0,0,6.94,Development
10762705060,VL,Accept,0,20061108,965,Y,N,7000,Y,Y,3500,M,B,M,0,999,B,RR,H,1011,200,910,2,Good,35,200611,987,1,1,0,50,Development
10408571684,VL,Accept,,20061229,900,N,N,10400,Y,N,1000,W,B,M,2,999,M,AD,H,300,2100,3,2,NTU,37,200612,877,1,1,0,9.62,Development
10202359746,VL,Accept,,20060209,960,Y,Y,16000,Y,Y,5000,M,B,M,2,999,M,RR,H,800,1700,1103,2,NTU,42,200602,941,1,1,0,31.25,Development
10889301575,FL,Accept,1,20060217,930,Y,N,16380,Y,N,6000,W,Q,M,4,60,B,RR,T,1500,500,1110,2,Good,36,200602,891,1,2,0,36.63,Development
10454426096,FL,Accept,0,20061205,985,Y,Y,40000,Y,N,15000,M,Q,Z,2,60,M,RR,H,200,1200,1104,2,Good,49,200612,963,4,7,0,37.5,Development
10478578656,VL,Accept,,20061226,955,Y,N,20000,Y,N,1000,X,S,M,0,999,M,RR,H,1400,1000,1611,2,NTU,48,200612,950,1,1,0,5,Development
10064352316,FL,Accept,1,20060506,910,Y,N,10400,Y,N,500,F,B,S,0,12,M,RR,O,3,3,509,2,Good,25,200605,810,2,2,0,4.81,Development
10612394331,FL,Accept,1,20060524,900,N,N,6500,Y,Y,24300,M,B,D,1,24,M,OT,T,1510,303,608,2,Good,40,200605,904,1,0,0,373.85,Development
10745084544,FL,Accept,0,20060908,985,Y,N,10000,Y,N,4600,W,B,M,0,999,M,RR,H,1500,1206,1206,2,Good,53,200609,1038,1,1,0,46,Development
10238195196,FL,Accept,0,20070123,985,Y,N,23000,Y,N,12500,F,B,M,0,999,B,OT,H,1400,2300,1004,2,Good,57,200701,1008,1,7,0,54.35,Development
10372142160,FL,Accept,1,20060222,915,N,N,12000,Y,Y,122700,W,B,M,0,48,M,RR,H,400,500,302,2,Good,46,200602,917,4,1,0,1022.5,Development
10039490691,FL,Accept,0,20060431,990,Y,N,2800,Y,N,2000,M,B,M,1,24,M,RR,H,2900,500,1201,2,Good,51,200604,1000,1,0,0,71.43,Development
10636746845,FL,Accept,4,20070112,890,N,N,5500,Y,N,1500,W,B,S,0,18,B,RR,O,400,5,512,2.5,Bad,18,200701,936,1,0,0,27.27,Development
10456274042,FL,Accept,1,20061227,955,Y,N,27000,Y,Y,5726,M,B,S,0,18,P,RR,H,8,106,908,2,Good,34,200612,872,2,2,0,21.21,Development
10567407935,FL,Accept,0,20060527,970,N,N,7800,Y,Y,3700,W,S,S,0,9,M,RR,O,900,302,804,2,Good,20,200605,917,1,0,0,47.44,Development
10511688164,FL,Accept,0,20060930,980,Y,N,15000,Y,N,10000,W,Q,M,0,48,M,RR,H,700,1000,804,2,Good,38,200609,979,1,3,0,66.67,Development
10165334031,FL,Accept,1,20060229,865,Y,N,12000,Y,,0,W,S,M,3,999,M,RR,H,806,304,3,2,Good,33,200602,816,1,9,0,-9999998,Development
10437732180,VL,Decline,,20060907,865,N,N,19937,Y,Y,4000,W,B,M,1,999,M,RR,H,108,504,511,2,Rejects,31,200609,833,1,5,0,20.06,Development
10127589888,FL,Decline,,20060503,740,N,N,12000,Y,Y,6600,W,Q,M,0,12,M,RR,T,500,100,101,2,Rejects,35,200605,711,3,0,0,55,Development
